0,u0d02,ം
1,u0d05,അ
2,u0d06,ആ
3,u0d07,ഇ
4,u0d0E,എ
5,u0d12,ഒ
6,u0d15,ക
7,u0d1A,ച
8,u0d1F,ട
9,u0d23,ണ
10,u0d24,ത
11,u0d26,ദ
12,u0d28,ന
13,u0d2A,പ
14,u0d2E,മ
15,u0d2F,യ
16,u0d30,ര
17,u0d31,റ
18,u0d32,ല
19,u0d33,ള
20,u0d34,ഴ
21,u0d35,വ
22,u0d38,സ
23,u0d3E,ാ
24,u0d3F,ി
25,u0d41,ു
26,u0d46,െ
27,u0d47,േ
28,u0d4D,്
29,u0d7D,ൽ
